name,classification,GBS-A_Feb2024,GBS-A_Jun2024,GBS-A_Mar2013,GBS-B_Feb2024,GBS-B_Jun2024,GBS-C_Feb2024,GBS-C_Jun2024,GBS-C_Mar2013,GBS-E_Mar2013,GBS-W_Jun2024,Abundance
JANXCC01 sp037440025,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__JANXCC01;s__JANXCC01 sp037440025,0,0,0.1,0,0,0,0,0,0.1,0,0.2
HRBIN30 sp937925685,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__HRBIN30;f__HRBIN30;g__HRBIN30;s__HRBIN30 sp937925685,0,0,0,0,0,0,0,0,0,0,0
Prescottella sp003051005,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Prescottella;s__Prescottella sp003051005,0,0,0,0,0,0,0,0,0,0,0
JBCBTL01 sp039817845,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__PCC-7336;g__JBCBTL01;s__JBCBTL01 sp039817845,0,0,0,0,0,0,0,0,0,0,0
CATQGZ01 sp958295685,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__CATQGZ01;g__CATQGZ01;s__CATQGZ01 sp958295685,0,0,0,0,0,0,0,0,0,0,0
JACPQO01 sp963665775,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__JACPQO01;s__JACPQO01 sp963665775,0,0,0,0,0,0,0,0,0,0,0
JALYSX01 sp038244445,d__Bacteria;p__Vulcanimicrobiota;c__Vulcanimicrobiia;o__Vulcanimicrobiales;f__Vulcanimicrobiaceae;g__JALYSX01;s__JALYSX01 sp038244445,0,0,0,0,0,0,0,0,0,0,0
UBA11096 sp938002625,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp938002625,0,0,0,0,0,0,0,0,0,0,0
JAUJPG01 sp030447245,d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__JACCZL01;g__JAUJPG01;s__JAUJPG01 sp030447245,0,0,0,0,0,0,0,0,0,0,0
UBA11740 sp036277115,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740 sp036277115,0,0,0,0,0,0,0,0,0,0,0
UBA11606 sp964196195,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Aldehydirespiratoraceae;g__UBA11606;s__UBA11606 sp964196195,0,0,0,0,0,0,0,3.3,0,0,3.3
2-02-FULL-62-14 sp035632555,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__2-02-FULL-62-14;s__2-02-FULL-62-14 sp035632555,0,0,0,0,0,0,0,0,0,0,0
CALZGC01 sp945786985,d__Bacteria;p__CG2-30-53-67;c__CG2-30-53-67;o__CG2-30-53-67;f__CG2-30-53-67;g__CALZGC01;s__CALZGC01 sp945786985,0,0,0,0,0,0,0,0,0,0,0
JAKQWJ01 sp029562045,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DTKZ01;f__DTKZ01;g__JAKQWJ01;s__JAKQWJ01 sp029562045,0,0,0,0,0,0,0,0,0,0,0
Aestuariivirga sp031375195,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__Aestuariivirga sp031375195,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900764025,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900764025,0,0,0.1,0,0,0,0,0,0,0,0.1
PSRF01 sp013817595,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01 sp013817595,0,0,0,0,0,0,0,0,0,0,0
Chloroflexus sp030550625,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus sp030550625,0,0,0,0,0,0,0,0,0,0,0
CSP1-5 sp001443495,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp001443495,0,0,0,0,0,0,0,0,0,0,0
Moryella sp902780465,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella;s__Moryella sp902780465,0,0,0,0,0,0,0,0,0,0,0
HRBIN21 sp025055465,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__HRBIN21 sp025055465,0,0,0,0,0,0,0,0,0,0,0.1
Hydrogenivirga sp015490215,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp015490215,0,0,0,0,0,0,0,0,0,0,0
Enterenecus sp910587205,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp910587205,0,0,0,0,0,0,0,0,0,0,0
Thermodesulfovibrio sp001707915,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio sp001707915,0,0,0.1,0,0,0.1,0,0,4.1,0,4.4
JAMWDI01 sp035371905,d__Bacteria;p__Ratteibacteria;c__UBA8468;o__B48-G9;f__JAFGKM01;g__JAMWDI01;s__JAMWDI01 sp035371905,0,0,0.1,0,0,0.1,0,0,0.1,0,0.2
Roseiflexus sp030550675,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus sp030550675,0,0,0,0,0,0,0,0,0.1,0,0.1
JAILZL01 sp937943575,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__JAILZL01;s__JAILZL01 sp937943575,0,0,0,0,0,0,0,0,0,0,0
0-14-0-80-60-11 sp041648175,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__0-14-0-80-60-11 sp041648175,0,0,0,0,0,0,0,0,0,0,0
SXWH01 sp038239865,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Chthoniobacteraceae;g__SXWH01;s__SXWH01 sp038239865,0,0,0,0,0,0,0,0,0,0,0
GBS-85_Mar13_bin.066,d__Bacteria;p__JBBIVP01;c__JBBIVP01;o__JBBIVP01;f__JBBIVP01;g__JBBIVP01;s__,0,0,4.7,0,0,0.5,0.1,0,0.2,0,5.5
JBBRUG01 sp038247995,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__JBBRUG01;s__JBBRUG01 sp038247995,0,0,0,0,0,0,0,0,0,0,0
CALZGZ01 sp947259395,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__CALZGZ01;s__CALZGZ01 sp947259395,0,0,0,0,0,0,0,0,0,0,0
JAUIJE01 sp030431455,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__JAUIJE01;g__JAUIJE01;s__JAUIJE01 sp030431455,0,0,0,0,0,0,0,0,0,0,0
DSFT01 sp039803085,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__DSFT01;g__DSFT01;s__DSFT01 sp039803085,0,0,0.1,0,0,0,0.1,0,0,0,0.3
QWOP01 sp037147115,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWOP01;s__QWOP01 sp037147115,0,0,0,0,0,0,0,0,0,0,0
UBA3571 sp013151115,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__UBA3571 sp013151115,0,0,0,0,0,0.1,0,0,0,0,0.1
Caldisaccharidevorator sinensis,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__Caldisaccharidevorator;s__Caldisaccharidevorator sinensis,0,0,0,0,0,0,0,0,0,0,0
G020344215 sp020344215,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Palauibacterales;f__KS3-K002;g__G020344215;s__G020344215 sp020344215,0,0,0,0,0,0,0,0,0,0,0
Anthocerotibacter panamensis,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeobacterales;f__LV9;g__Anthocerotibacter;s__Anthocerotibacter panamensis,0,0,0,0,0,0,0,0,0,0,0
UBA3571 sp002011425,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__UBA3571 sp002011425,0,0,0,0,0,0.1,0,0,0,0,0.1
DASYXW01 sp035934405,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__DASYXW01;s__DASYXW01 sp035934405,0,0,0,0,0,0,0,0,0,0,0
DTDX01 sp018396815,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp018396815,0,0,0,0,0.1,0,0,0.2,0,0,0.4
G020354625 sp020354625,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__G020354625;s__G020354625 sp020354625,0,0,0,0,0,0,0,0,0,0,0
S016-19 sp015486235,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S016-19;f__S016-19;g__S016-19;s__S016-19 sp015486235,0,0,0,0,0,0,0,0,0,0,0
Chloroflexus sp036574065,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus sp036574065,0,0,0,0,0,0,0,0,0,0,0
ThaumFn1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__,0,0,0,0,0,0,0,0,0,0,0
HRBIN21 sp002898295,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__HRBIN21 sp002898295,0,0,0.1,0,0,0,0.1,0,0,0,0.2
40CM-3-62-11 sp023248295,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__40CM-3-62-11;s__40CM-3-62-11 sp023248295,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium singulare,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium singulare,0,0,0,0,0,0,0,0,0,0,0
Caldipriscus sp015492295,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp015492295,0,0,0,0,0,0,0,0,0,0,0.1
WVXJ01 sp011773575,d__Bacteria;p__Armatimonadota;c__Hebobacteria;o__Hebobacterales;f__WVXJ01;g__WVXJ01;s__WVXJ01 sp011773575,0,0,0,0,0,0,0,0,0,0,0
Pedobacter sp035317785,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp035317785,0,0,0,0,0,0,0,0,0,0,0
Aquifex aeolicus_B,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus_B,0,0,0,0,0,0,0,0,0,0,0
UBA2207 sp035450005,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2207;s__UBA2207 sp035450005,0,0,0,0,0,0,0,0,0,0,0
HRBIN21 sp025059875,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__HRBIN21 sp025059875,0,0,0,0,0,0,0,0,0,0,0.1
JACIVX01 sp014361295,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__JACIVX01;g__JACIVX01;s__JACIVX01 sp014361295,0,0,0.2,0,0,0.3,0,0,0,0,0.5
UBA3571 sp002375995,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__UBA3571 sp002375995,0,0,0.1,0,0,0.2,0,0,0,0,0.3
UBA1067 sp902799385,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp902799385,0,0,0,0,0,0,0,0,0,0,0
Enterocloster sp900551225,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900551225,0,0,0,0,0,0,0,0,0,0,0
S141-3 sp015490875,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__S141-3;s__S141-3 sp015490875,0,0,0,0,0,0,0,0,0,0,0
UBA11606 sp905480195,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Aldehydirespiratoraceae;g__UBA11606;s__UBA11606 sp905480195,0,0,0,0,0,0,0,0,0,0,0
Anaerobaca sp001603075,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__Anaerobaca;s__Anaerobaca sp001603075,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus sp034436075,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus sp034436075,0,0,0,0,0,0,0,0,0.1,0,0.1
Rhodococcus sp023417985,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp023417985,0,0,0,0,0,0,0,0,0,0,0
UBA11096 sp025056375,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp025056375,0,0,0,0,0,0,0,0,0,0,0
Hydrogenivirga sp013153495,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp013153495,0,0,0,0,0,0,0,0,0,0,0
JAPXSY01 sp034003585,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__JAPXSY01;s__JAPXSY01 sp034003585,0,0,0,0,0,0,0,0,0,0,0
HR10 sp025055075,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__HR10;f__HR10;g__HR10;s__HR10 sp025055075,0,0,0,0,0,0,0,0,0,0,0.1
Aminicenans sakinawicola,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola,0,0.1,0,0.1,0.1,0,0.1,0.1,0,0,0.5
Chloroflexus sp034431535,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus sp034431535,0,0,0,0,0,0,0,0,0,0,0
JAAUQO01 sp012032775,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__JAAUQO01;s__JAAUQO01 sp012032775,0,0,0,0,0,0,0,0,0,0,0
Calescibacterium sp030550715,d__Bacteria;p__Calescibacteriota;c__Calescibacteriia;o__Calescibacteriales;f__Calescibacteriaceae;g__Calescibacterium;s__Calescibacterium sp030550715,0,0,0,0,0,0,0,0,0,0,0
JAAFJU01 sp031375925,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__JAAFJU01;f__JAAFJU01;g__JAAFJU01;s__JAAFJU01 sp031375925,0,0,0,0,0,0,0,0,0,0,0
BPII01 sp026004035,d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__UBA7694;f__JACMQJ01;g__BPII01;s__BPII01 sp026004035,0,0,0,0,0,0,0,0,0,0,0
HRBIN21 sp938084565,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__HRBIN21 sp938084565,0,0,0,0,0,0,0,0,0,0,0.1
GBS-85_Mar13_bin.109,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JAHLMP01;g__JAHLMP01;s__,0,0,9.6,0,0,0.6,0,0,0.2,0,10.4
Nitrosocaldus schleperae,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus schleperae,0,0,0,0,0,0,0,0,0,0,0.1
CAIKZZ01 sp903908265,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CAIKZZ01;s__CAIKZZ01 sp903908265,0,0,0,0,0,0,0,0,0,0,0
Bin5 sp026914085,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Bin5;s__Bin5 sp026914085,0,0,0,0,0,0,0,0,0,0,0
CSSED11-154 sp003552525,d__Bacteria;p__Bacillota;c__SLMV01;o__SLMV01;f__SLMV01;g__CSSED11-154;s__CSSED11-154 sp003552525,0,0,0,0,0,0,0,0,0,0,0
Ancylomarina sp009669305,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Ancylomarina;s__Ancylomarina sp009669305,0,0,0,0,0,0,0,0,0,0,0
JAAUSQ01 sp012033195,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__JAAUSQ01;s__JAAUSQ01 sp012033195,0,0,0,0,0,0,0,0,0,0,0
Collinsella sp900545835,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545835,0,0,0,0,0,0,0,0,0,0,0
CAIUMM01 sp903900265,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903900265,0,0,0,0,0,0,0,0,0,0,0
Pristimantibacillus vietnamensis,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Pristimantibacillus;s__Pristimantibacillus vietnamensis,0,0,0,0,0,0,0,0,0,0,0
SpSt-600 sp025062375,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SpSt-600;f__SpSt-600;g__SpSt-600;s__SpSt-600 sp025062375,0,0,0.2,0,0,0.2,0,0,0,0,0.5
JBBRIK01 sp038240465,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__JBBRIK01;s__JBBRIK01 sp038240465,0,0,0,0,0,0,0,0,0,0,0
Telluricultor primus,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Kaftiobacteriaceae;g__Telluricultor;s__Telluricultor primus,0,0,0,0,0,0,0,0,0,0,0
DTHT01 sp938027685,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__DTHT01;s__DTHT01 sp938027685,0,0,0,0,0,0,0,0,0,0,0.1
DASRAT01 sp035638015,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__DASRAT01;s__DASRAT01 sp035638015,0,0,0,0,0,0,0,0,0,0,0
Chryseobacterium vietnamense,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium vietnamense,0,0,0,0,0,0,0,0,0,0,0
Defluviilinea sp022181005,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp022181005,0,0,0.1,0,0,0,0,0,0.1,0,0.2
DSAR01 sp034437315,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__DSAR01;s__DSAR01 sp034437315,0,0,0,0,0,0,0,0,0,0,0
Oscillochloris sp037134395,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris sp037134395,0,0,0,0,0,0,0,0,0,0,0
HRBIN16 sp026003175,d__Bacteria;p__Armatimonadota;c__HRBIN16;o__HRBIN16;f__HRBIN16;g__HRBIN16;s__HRBIN16 sp026003175,0,0,0,0,0,0,0,0,0.1,0,0.1
JBCNVI01 sp039630235,d__Bacteria;p__WOR-3;c__Hydrothermia;o__Hydrothermales;f__JAJRUZ01;g__JBCNVI01;s__JBCNVI01 sp039630235,0,0,0,0,0,0,0,0,0,0,0
GCA-002728675 sp002728675,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae;g__GCA-002728675;s__GCA-002728675 sp002728675,0,0,0,0,0,0,0,0,0,0,0
HR10 sp002923315,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__HR10;f__HR10;g__HR10;s__HR10 sp002923315,0,0,0.1,0,0,0.1,0.1,0,0,0,0.2
WVXK01 sp011773515,d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__J040;f__J040;g__WVXK01;s__WVXK01 sp011773515,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus sp937935075,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus sp937935075,0,0,0,0,0,0,0,0,0.1,0,0.1
JBAJNM01 sp036881865,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__JBAJNM01;f__JBAJNM01;g__JBAJNM01;s__JBAJNM01 sp036881865,0,0,0,0,0,0,0,0,0,0,0
JAPWUY01 sp028275295,d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__JdFR-97;f__JdFR-97;g__JAPWUY01;s__JAPWUY01 sp028275295,0,0,0,0,0,0,0,0,0.4,0,0.5
JAMWDI01 sp023818645,d__Bacteria;p__Ratteibacteria;c__UBA8468;o__B48-G9;f__JAFGKM01;g__JAMWDI01;s__JAMWDI01 sp023818645,0,0,0,0,0,0,0,0,0,0,0.1
UA16 sp964229455,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Sanyastnellaceae;g__UA16;s__UA16 sp964229455,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus castenholzii,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus castenholzii,0,0,0,0,0,0,0,0,0.1,0,0.1
Bifidobacterium sp937874315,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp937874315,0,0,0,0,0,0,0,0,0,0,0
Palsa-872 sp005880945,d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__Palsa-872;s__Palsa-872 sp005880945,0,0,0,0,0,0,0,0,0,0,0
GBS-85_Mar13_bin.037,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__DTDR01;g__;s__,0,0.5,11.6,0,0,12,0.8,0,0,0,25.1
Zipacnadum sp937928475,d__Bacteria;p__Armatimonadota;c__Zipacnadia;o__Zipacnadales;f__Zipacnadaceae;g__Zipacnadum;s__Zipacnadum sp937928475,0,0,0,0,0,0,0,0,0,0,0
Caldatribacterium californiense,d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Caldatribacteriaceae;g__Caldatribacterium;s__Caldatribacterium californiense,0,0,0.2,0,0,0.3,0,0,0,0,0.6
Chitinophaga vietnamensis,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga vietnamensis,0,0,0,0,0,0,0,0,0,0,0
QQUK01 sp913009765,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__QQUK01;s__QQUK01 sp913009765,0,0,0.3,0,0,0,0,0.1,0.7,0,1
SZUA-185 sp022561355,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__RBG-16-68-14;g__SZUA-185;s__SZUA-185 sp022561355,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus sp041641515,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus sp041641515,0,0,0,0,0,0,0,0,0.1,0,0.1
GBS-60_Mar13_bin.121,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__JAOAJF01;s__,0,0,0.1,0,0,0.1,0,0,1.5,0,1.7
Acidaminococcus fermentans_A,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans_A,0,0,0,0,0,0,0,0,0,0,0
JAMZMI01 sp039970095,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAMZMI01;s__JAMZMI01 sp039970095,0,0,0,0,0,0,0,0,0,0,0
Syntrophosphaera sp012516855,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__Syntrophosphaera sp012516855,0,0,0,0,0,0,0,0,0,0,0
Pseudothermotoga_A sp028276125,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__DSM-5069;g__Pseudothermotoga_A;s__Pseudothermotoga_A sp028276125,0,0,0,0,0,0.2,0,0,0,0,0.2
Fervidibacter japonicus,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__Fervidibacter;s__Fervidibacter japonicus,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0.4
HRBIN16 sp938027655,d__Bacteria;p__Armatimonadota;c__HRBIN16;o__HRBIN16;f__HRBIN16;g__HRBIN16;s__HRBIN16 sp938027655,0,0,0,0,0,0,0,0,0.1,0,0.1
Thermomicrobium sp002898255,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium sp002898255,0,0,0,0,0,0,0,0,0,0,0
Chloroflexus sp034435895,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus sp034435895,0,0,0,0,0,0,0,0,0,0,0
Korarchaeum sp037917625,d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp037917625,0,0,0.1,0,0,0.1,0,0,0,0,0.3
JAHHHE01 sp946221495,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__JAHHHE01;s__JAHHHE01 sp946221495,0,0,0,0,0,0,0,0,0,0,0
