name,classification,GBS-A_Feb2024,GBS-A_Jun2024,GBS-A_Mar2013,GBS-B_Feb2024,GBS-B_Jun2024,GBS-C_Feb2024,GBS-C_Jun2024,GBS-C_Mar2013,GBS-E_Mar2013,GBS-W_Jun2024,Abundance
Aquamicrobium_A sp022838525,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium_A;s__Aquamicrobium_A sp022838525,0,0,0,0,0,0,0,0,0,0,0
GBS-60_Mar13_bin.046,d__Bacteria;p__CALINM01;c__CALINM01;o__CALINM01;f__CALINM01;g__;s__,0,0.1,0.3,0.1,0.1,0.5,0.2,0.1,8.8,0,10.2
Oleispirillum sp030604885,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Oleispirillum;s__Oleispirillum sp030604885,0,0,0,0,0,0,0,0,0,0,0.1
GBS70_3300020139_37,d__Bacteria;p__Bacillota;c__DYIH01;o__DYIH01;f__;g__;s__,0,0,21.4,0,0,0.1,0,0,0,0,21.5
JAKPJZ01 sp029553955,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SpSt-313;f__SpSt-313;g__JAKPJZ01;s__JAKPJZ01 sp029553955,0,0,0,0,0,0,0,0,0,0,0
GBS60_3300020153_17,d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__JdFR-97;f__JdFR-97;g__JAPWUY01;s__,0,0,0.4,0,0,0.4,0.1,0,14.9,0,15.9
GBS60_3300020153_26,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__J014;s__,0,0,0.1,0,0,0.1,0.1,0,12.5,0,13
UBA1140 sp027014605,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__UBA1140 sp027014605,0,0,0,0,0,0,0,0,0,0,0
GBS-60_Mar13_unaligned_bin.001,d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__RSWP21;s__,0,0,0.1,0,0,0.1,0,0,17.7,0,17.9
GBS-60_Mar13_bin.101,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__BPJI01;s__,0,0.1,2.4,0.1,0,1.7,1.3,0.2,3.5,0,9.3
Fervidibacter sp041446875,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__Fervidibacter;s__Fervidibacter sp041446875,1,17.2,36.9,2.1,2.9,8.5,47.4,10.9,0.1,0,127
Terraquivivens tengchongensis,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis,0,0,0,0,0,0.1,0,0,0,0,0.2
H17-190 sp034435615,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__HRBIN24;g__H17-190;s__H17-190 sp034435615,0,0,0,0,0,0,0,0,1.1,0,1.2
GBS-60_Mar13_bin.074,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__;s__,0,0,0.2,0,0,0.2,0.1,0,16.5,0,17
GBS-C_Feb24_bin.024,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__CALIRQ01;g__CALIRQ01;s__,0,0,0.7,0,0,1.3,0.1,0,0,0,2.2
GBS-60_Mar13_bin.065,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__GBS-2;g__GBS-2;s__,0,0,0.3,0,0,0,0,0,3.6,0,3.9
Thermoflexus sp017743605,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus sp017743605,0,0.4,0.9,0.1,0,0.7,1.2,0.3,0.2,0,3.8
HRBIN39 sp002898955,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__HRBIN39;s__HRBIN39 sp002898955,0,0,0,0,0,0,0,0,0,0,0
GBS-DC sp026416065,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__GBS-DC sp026416065,0,0,0.1,0,0,0,0.1,0,0.7,0,0.8
GBS70_3300020139_17,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__JAUQQG01;g__JAUQQG01;s__,0,0.1,7.7,0,0,2.5,3.1,0,1,0,14.4
Gloeomargarita sp025056115,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__Gloeomargarita;s__Gloeomargarita sp025056115,0,0,0,0,0,0,0,0,0.1,0,0.1
GBS-85_Mar13_bin.067,d__Bacteria;p__Ratteibacteria;c__UBA8468;o__B48-G9;f__JAFGKM01;g__;s__,0,0.1,2.6,0.1,0.1,2.3,0.4,0.1,0.1,0,5.8
HRBIN21 sp030550275,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__HRBIN21;g__HRBIN21;s__HRBIN21 sp030550275,0,0.3,3.7,0,0,1.2,2,0,0.6,0,7.9
GBS-B_Jun24_bin.008,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__Fervidibacter;s__,13.6,25.2,14.7,21.3,30.2,13.3,12.6,46.2,0.5,0,177.5
GBS-85_Mar13_bin.092,d__Bacteria;p__Armatimonadota;c__JACIXR01;o__JACIXR01;f__JACIXR01;g__JACIXR01;s__,0,0,1.9,0,0,0.1,0,0,0,0,2
GBS-C_Feb24_bin.016,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__,0.1,15.6,1.1,2,0.6,39.4,4.5,1.8,0.1,0,65.2
LDYB01 sp001442985,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__LDYB01;s__LDYB01 sp001442985,0,0,1.3,0,0,4.9,0.3,0,0.4,0,6.9
Deinococcus sp040756175,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp040756175,0,0,0,0,0,0,0,0,0,0,0
CAKZKH01 sp937122485,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__CAKZKH01;s__CAKZKH01 sp937122485,0,0,0.1,0,0,0.2,0,0,0,0,0.3
Thermodesulfovibrio sp041640755,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio sp041640755,0,0,0,0,0,0,0,0,0.1,0,0.2
WYEN01 sp009903825,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WYEN01;s__WYEN01 sp009903825,0,0,0,0,0,0,0,0,0,0,0.1
GBS-DC sp030550775,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__GBS-DC sp030550775,0,0,0.1,0,0,0,0.1,0,0.6,0,0.9
Thermalbibacter sp002898875,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermalbibacter;s__Thermalbibacter sp002898875,0,0,0,0,0,0,0,0,0.4,0,0.4
GBS-DC sp029335935,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__GBS-DC sp029335935,0,0,0,0,0,0,0.1,0,0.6,0,0.7
Rhodococcus_F erythropolis,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F;s__Rhodococcus_F erythropolis,0,0,0,0,0,0,0,0,0,0,0
SpSt-77 sp017743275,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__SpSt-77;s__SpSt-77 sp017743275,0,0.1,1.1,0,0,0.6,0.2,0,8.5,0,10.6
SSF26 sp037443945,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__SSF26;s__SSF26 sp037443945,0,0,0,0,0,0,0,0,0.2,0,0.2
Arenicella sp905479805,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella;s__Arenicella sp905479805,0.1,0,0,0,0,0,0,0,0,0,0.1
Oceanithermus sp027023115,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus sp027023115,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp001312645,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp001312645,0,0,0,0,0,0,0,0,0,0,0
JANXCC01 sp036783095,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__JANXCC01;s__JANXCC01 sp036783095,0,0,2.4,0,0,0.1,0.7,0,3.1,0,6.3
GBS-B_Feb24_bin.018,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__,0,8.6,1.1,1,0,5.9,4.9,0.4,0,0,21.9
GBS-85_Mar13_bin.020,d__Bacteria;p__Aerophobota;c__;o__;f__;g__;s__,0,0,2.5,0,0,0,0,0,0,0,2.6
AG1 sp038897115,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__AG1;s__AG1 sp038897115,0.2,0.2,0,0.3,0.3,0,0,0.2,0,0,1.1
GBS-C_Feb24_bin.134,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SpSt-28;g__SpSt-28;s__,0.1,0.3,0.6,0.2,0,1.2,0.2,0.1,0.1,0,2.8
HRBIN16 sp023511455,d__Bacteria;p__Armatimonadota;c__HRBIN16;o__HRBIN16;f__HRBIN16;g__HRBIN16;s__HRBIN16 sp023511455,0,0,0.1,0,0,0.1,0.1,0,11.7,0,12
AG1 sp003116855,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__AG1;s__AG1 sp003116855,0.3,0.1,0,0.2,0.1,0,0,0,0,0,0.8
Wolframiiraptor allenii,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor allenii,0.3,0.1,0,0.1,0,0.4,0,0,0,0,1.1
GBS-C_Jun24_bin.015,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__,0.5,0.4,0.2,0.6,0.1,2.7,0.3,0.1,0,0,4.7
JABFXX01 sp036403075,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__JABFXX01 sp036403075,0,0,0,0,0,0,0,0,0,0,0
HR10 sp041640655,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__HR10;f__HR10;g__HR10;s__HR10 sp041640655,0,0,1.3,0,0,2.8,4.2,0,0.1,0,8.4
GBS-DC sp002254605,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__GBS-DC sp002254605,0,0,0.1,0,0,0,0.1,0,0.6,0,0.8
GBS-A_Jun24_bin.048,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__Fervidibacter;s__,5.4,13,9.5,9,11.7,10.6,8,19.7,0.4,0,87.3
Fervidobacterium pennivorans,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__Fervidobacterium pennivorans,0,0,0,0,0,0.1,0,0,0,0,0.2
NAK82 sp034436775,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__NAK82;s__NAK82 sp034436775,0,0,0,0,0,0,0,0,4.1,0,4.1
Caldatribacterium saccharofermentans,d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Caldatribacteriaceae;g__Caldatribacterium;s__Caldatribacterium saccharofermentans,0,0.4,7.2,0,0,14.8,0.7,0,0.4,0,23.6
Thermocrinis sp020833645,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__Thermocrinis sp020833645,0,0,0,0.1,0,0.1,0,0,0,0,0.3
Thermostichus sp039794845,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__Thermostichaceae;g__Thermostichus;s__Thermostichus sp039794845,0,0,0,0,0,0,0,0,0.2,0,0.2
Bipolaricaulis sp026418075,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__Bipolaricaulis;s__Bipolaricaulis sp026418075,0,0,0.1,0,0,0.1,0,0,0,0,0.3
GBS-A_Jun24_bin.033,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__HRBIN24;g__JAVVHA01;s__,0,2.5,33.5,0.1,0,8.4,20.9,0.9,0.2,0,66.5
JANXAZ01 sp025054575,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JANXAZ01;s__JANXAZ01 sp025054575,0,0,0,0,0,0,0,0,0,0,0
Caldipriscus sp000980735,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp000980735,0.1,0.2,0,0.3,0.4,0.1,0.1,0.5,0,0,1.6
GBS-C_Feb24_bin.114,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__CALJEL01;g__CALJEL01;s__,0,0,5.7,0,0,3.2,0,0,2.5,0,11.5
Thermoflexus japonica,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus japonica,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0,0.5
JADCGM01 sp020249025,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JADCGM01;s__JADCGM01 sp020249025,0,0,0,0,0,0,0,0,0,0,0
PSLL01 sp040289575,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__CSP1-2;g__PSLL01;s__PSLL01 sp040289575,0,0,0,0,0,0,0,0,0,0,0.1
JANXAZ01 sp036759485,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JANXAZ01;s__JANXAZ01 sp036759485,0,0,0,0,0,0,0,0,0,0,0
UBA3571 sp021163465,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__UBA3571 sp021163465,0,0,0.1,0,0,0.2,0,0,0,0,0.4
Caldarchaeum sp025054795,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum sp025054795,0,0,0,0,0,0.1,0.1,0,0,0,0.4
UBA11096 sp037926795,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp037926795,0,0,0,0,0,0,0,0,0,0,0.1
Thermocrinis ruber,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__Thermocrinis ruber,0,0,0,0,0,0.1,0,0,0,0,0.3
GBS70_3300020139_08,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__HR10;f__HR10;g__HR10;s__,0,0,13.1,0,0,0.5,2.2,0,4.2,0,20.1
IMGbin_3300000084_16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__,0.1,0.4,0.3,0.2,0,2.4,0.2,0.1,0,0,3.7
Ch128b sp013177855,d__Bacteria;p__Bacteroidota_A;c__Ignavibacteria;o__Ch128b;f__Ch128b;g__Ch128b;s__Ch128b sp013177855,0,0,0,0,0,0,0,0,0.2,0,0.3
Culexarchaeum nevadense,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Culexarchaeales;f__Culexarchaeaceae;g__Culexarchaeum;s__Culexarchaeum nevadense,8.2,3.3,8.1,1.3,0.2,28.9,1.1,0.4,0,0,51.5
AC-35 sp005884125,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-35;g__AC-35;s__AC-35 sp005884125,0,0,0,0,0,0,0,0,0,0,0
GBS-60_Mar13_bin.049,d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__DTEH01;f__DTEH01;g__JANXDG01;s__,0.1,0.1,3.4,0.1,0,1.9,0.2,0,1.4,0,7
RBS10-35 sp018729555,d__Bacteria;p__Bacillota;c__RBS10-35;o__RBS10-35;f__RBS10-35;g__RBS10-35;s__RBS10-35 sp018729555,0,0,0,0,0,0,0,0,0,0,0.1
UBA11096 sp037927135,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp037927135,0,0,0,0,0,0,0,0,0,0,0.1
CALBLZ01 sp937895715,d__Bacteria;p__Patescibacteriota;c__UBA1384;o__CAILIB01;f__CAILIB01;g__CALBLZ01;s__CALBLZ01 sp937895715,0,0,0,0,0,0,0,0,0,0,0
GBS-85_Mar13_bin.095,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__GBS-2;g__GBS-2;s__,0.1,0.2,17,0.2,0.2,12.4,3,0.4,0.3,0,33.7
GBS-60_Mar13_bin.038,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermalbibacter;s__,0,0,0.2,0,0,0.1,0,0,2.8,0,3.1
JANXCC01 sp023512665,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__DRXL01;g__JANXCC01;s__JANXCC01 sp023512665,0,0,1.1,0,0,0,0.3,0,2.2,0,3.7
GBS-DC sp025061985,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__GBS-DC;g__GBS-DC;s__GBS-DC sp025061985,0,0,0.1,0,0,0,0.1,0,0.4,0,0.6
GBS-A_Feb24_bin.021,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__,14.1,1.4,0.3,1.7,0.3,4.4,0.1,0.1,0,0,22.5
GBS-60_Mar13_bin.098,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__NAK19;s__,0,0,0,0,0,0,0,0,10.9,0,10.9
Rhodothermus marinus,d__Bacteria;p__Bacteroidota_A;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermus;s__Rhodothermus marinus,0,0,0,0,0,0,0,0,0,0,0.1
GBS-60_Mar13_bin.148,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__2-01-FULL-56-20;g__JANWZH01;s__,0,0,0.1,0,0,0.1,0,0,2.2,0,2.4
CP2-2F sp938005675,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA2796;g__CP2-2F;s__CP2-2F sp938005675,0,0,0,0,0,0,0,0,0.1,0,0.1
Tepidiforma sp026003995,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp026003995,0,0,0,0,0,0,0,0,0,0,0
Tepidiforma sp026003935,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp026003935,0,0,0,0,0,0,0,0,0,0,0
WFWF01 sp027037055,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__WFWF01;s__WFWF01 sp027037055,0,0,0,0,0,0,0,0,0,0,0
Thermoflexus sp025057635,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus sp025057635,0,0.3,0.4,0.1,0.1,0.2,0.5,0.4,0.1,0,2
GBS-C_Feb24_bin.018,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__DTHT01;s__,0,0,0.9,0,0,0.8,0,0,0.9,0,2.7
GBS-C_Feb24_bin.052,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__BPJI01;s__,0,0,2.7,0,0,1.8,0.8,0,0.3,0,5.7
DRZP01 sp938073905,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__DRZP01 sp938073905,0,0,0,0,0,0,0,0,0,0,0.1
GBS-60_Mar13_bin.061,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__RSWP22;s__,0,0,0.2,0,0,0.2,0.1,0,6.4,0,6.9
Thermostichus vulcanus_A,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__Thermostichaceae;g__Thermostichus;s__Thermostichus vulcanus_A,0,0,0,0,0,0,0,0,0.2,0,0.2
Rubrivivax sp036724445,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp036724445,0,0,0,0,0,0,0,0,0,0,0
Tepidiforma sp938015525,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp938015525,0,0,0,0,0,0,0,0,0,0,0
Tepidifontimicrobium sp040289515,d__Bacteria;p__Sysuimicrobiota;c__Sysuimicrobiia;o__Sysuimicrobiales;f__Sysuimicrobiaceae;g__Tepidifontimicrobium;s__Tepidifontimicrobium sp040289515,0,0,0.3,0,0,0.1,0.1,0,0.1,0,0.5
Meiothermus sp036845585,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Meiothermus;s__Meiothermus sp036845585,0,0,0,0,0,0,0,0,0,0,0
DAOTXL01 sp034435455,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__DAOTXL01;s__DAOTXL01 sp034435455,0,0,0,0,0,0,0,0,0.3,0,0.4
GBS85_3300020145_08,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__,0.1,34,13,2.1,0.3,35.2,70.5,13.8,2.4,0,171.4
JANXAZ01 sp937926445,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JANXAZ01;s__JANXAZ01 sp937926445,0,0,0,0,0,0,0,0,0,0,0
IMGbin_2053563014_7,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__,0.1,32.9,16,2.7,0.5,39.1,70.2,10.7,2.5,0,174.8
Oceanithermus sp026985615,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus sp026985615,0,0,0,0,0,0,0,0,0,0,0
GBS-60_Mar13_bin.013,d__Bacteria;p__WOR-3;c__Hydrothermia;o__JBDRYB01;f__JBDRYB01;g__JBDRYB01;s__,0,0,0.1,0,0,0,0,0,2.5,0,2.6
GBS-C_Feb24_bin.012,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__JAPDKA01;g__JAWAZI01;s__,0,0.2,1.9,0,0,8.5,0.5,0.1,0.1,0,11.3
GBS60_3300020153_52,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__,0,27.1,17.2,1.5,0.2,43.2,62.5,6.8,7.3,0,165.9
GBS-C_Feb24_bin.171,d__Bacteria;p__DUMJ01;c__DUMJ01;o__DUMJ01;f__DUMJ01;g__DUMJ01;s__,0,0,1,0,0,4.2,0,0,0.8,0,6.1
Thermostichus sp021533835,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__Thermostichaceae;g__Thermostichus;s__Thermostichus sp021533835,0,0,0,0,0,0,0,0,0.2,0,0.2
Fervidobacterium pennivorans_A,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__Fervidobacterium pennivorans_A,0,0,0,0,0,0,0,0,0,0,0.1
GBS-C_Feb24_bin.009,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWA2-32-17;g__Ch61;s__,0,0,4.2,0,0,2.1,0,0,0.2,0,6.7
Thermoflexus sp034432235,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus sp034432235,0,0.2,0.3,0,0,0.2,0.4,0.1,0.1,0,1.5
GBS70_3300020139_54,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__DTEX01;g__DTEX01;s__,0.1,0.7,4.1,0.1,0,10.1,3.1,0.2,0.5,0,18.9
Rhodococcus_F sp005938745,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F;s__Rhodococcus_F sp005938745,0,0,0,0,0,0,0,0,0,0,0
GBS-85_Mar13_bin.045,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__RSWP11;s__,0,0,8.2,0,0,1.3,0.5,0,0.5,0,10.6
Thermocrinis sp009903855,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__Thermocrinis sp009903855,0,0,0,0,0,0,0,0,0,0,0.2
Roseiflexus sp017743475,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus sp017743475,0,0,0,0,0,0,0,0,4.4,0,4.4
GBS-C_Feb24_bin.100,d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__,0,27.3,17.1,1.3,0.1,43.7,71.4,6,3.3,0,170.2
WYEG01 sp009903935,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__WYEG01;s__WYEG01 sp009903935,0,0,0.3,0,0,0.8,0,0,0,0,1.3
GBS-60_Mar13_bin.137,d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__RSWP21;s__,0,0,0,0,0,0,0,0,3.7,0,3.8
